User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
Gym owner Drew Whitted didn t want his clients to give up on their fitness goals while abiding by Illinois stay at,CNN,4/14/2020,neutral,0
Don t believe what you hear about stray feral dogs passing the deadly novel coronavirus to humans it s just an,CNN,4/14/2020,negative,-0.2
Across the country prisons and jails have become hotbeds for the coronavirus In today s episode of Coronavirus,CNN,4/14/2020,neutral,0
The US FDA has authorized a saliva test for emergency use for diagnosing Covid 19 Rutgers University where the,CNN,4/14/2020,neutral,0
Dr Anthony Fauci is again publicly cautioning against President Trump s aggressive calls to reopen the US saying,CNN,4/14/2020,neutral,0
34 weeks pregnant and days into a fight against the coronavirus she made the decision to go into a coma When she,CNN,4/14/2020,positive,0.116666667
GOP Rep Liz Cheney the third highest ranking House Republican pushed back against a false claim by President Tru,CNN,4/14/2020,negative,-0.133333333
California Gov Gavin Newsom outlined a framework for reopening the economy in the Golden State sending a gentle w,CNN,4/14/2020,positive,0.25
Six of the 27 migrant children who tested positive for coronavirus have recovered others are in medical isolation,CNN,4/14/2020,positive,0.113636364
Pilots are prohibited within two days of flying from experimenting with two yet unproven medications to prevent cor,CNN,4/14/2020,neutral,0
A Utah nursery stuck with hundreds of thousands of potted flowers because of the coronavirus pandemic is giving awa,CNN,4/14/2020,neutral,0
Senate Minority Leader Chuck Schumer and Democratic Rep Alexandria Ocasio Cortez urged the FEMA on Tuesday to appr,CNN,4/14/2020,neutral,0
The incident is the latest sign of growing anti foreign sentiment in parts of China The sign is not representativ,CNN,4/14/2020,positive,0.1875
There are at least 584 073 cases of coronavirus in the US and at least 23 709 people have died from the virus acco,CNN,4/14/2020,negative,-0.3
Paul Manafort s lawyers have asked for the former Trump campaign chairman to be moved out of prison due to potentia,CNN,4/14/2020,negative,-0.0625
Across the country prisons and jails have become hotbeds for the coronavirus CNN s Chief Medical Correspondent,CNN,4/14/2020,neutral,0
A group of Southern California pastors is suing California Gov Gavin Newsom and several other officials in federal,CNN,4/14/2020,negative,-0.041666667
A nurse revealed the last words of his coronavirus patient Who s going to pay for it,CNN,4/14/2020,neutral,0
A Florida police chief was placed on leave over reports that he suggested a sheriff s deputy who died of coronaviru,CNN,4/14/2020,neutral,0
At least 589 sailors aboard the USS Theodore Roosevelt have tested positive for Covid 19 according to a US Navy of,CNN,4/14/2020,negative,-0.036363636
We don t have King Trump We have President Trump New York Gov Andrew Cuomo says he would not follow a possible,CNN,4/14/2020,positive,0.068181818
RT As unemployment skyrockets because of coronavirus talks to people who are struggling to file for unemployment,CNN,4/14/2020,neutral,0
A machine that gives out free rice it sounds too good to be true But these rice ATMs have been set up around,CNN,4/14/2020,positive,0.483333333
Facts First The President does not have total authority over coronavirus restrictions There is no legislation t,CNN,4/14/2020,positive,0.125
A bishop who told his congregation I firmly believe that God is larger than this dreaded virus and announced he,CNN,4/14/2020,negative,-0.1
If you re challenged with determining how to eat sufficiently and tastefully with minimal funds there are grocery,CNN,4/14/2020,negative,-0.1
The White House is expected to announce a new task force or multiple task forces to deal with reopening the US,CNN,4/14/2020,positive,0.009090909
An international aviation group now expects worldwide losses due to the coronavirus to top 314 billion higher tha,CNN,4/14/2020,positive,0.15625
In a sermon Bishop Gerald Glenn told his congregation I firmly believe that God is larger than this dreaded viru,CNN,4/14/2020,negative,-0.141666667
RT Coronavirus is affecting Latino communities extremely hard in some parts of the US In New York City the death rate among Lati,CNN,4/14/2020,negative,-0.077651515
The coronavirus pandemic is plunging the global economy into its deepest slump since the Great Depression of the 19,CNN,4/14/2020,positive,0.4
Federal law enforcement has disrupted a foreign criminal scheme to fraudulently sell 39 million N95 respirator mask,CNN,4/14/2020,negative,-0.2625
All 50 US states have recorded at least one coronavirus death after Wyoming s governor on Monday announced a man t,CNN,4/14/2020,negative,-0.3
RT If Trump ordered me to reopen in a way that would endanger the public health of the people of my state I woul,CNN,4/14/2020,neutral,0
A third of NHS staff and key workers who have been tested for coronavirus in the UK have returned positive results,CNN,4/14/2020,positive,0.075757576
Former first lady Michelle Obama is throwing her support behind Democratic legislation seeking to expand access to,CNN,4/14/2020,negative,-0.05
With encouraging signs the US is nearing the peak of its coronavirus outbreak at least 10 states have created coal,CNN,4/14/2020,negative,-0.3
Three pastors are suing California officials over directives that have prevented worshipers from attending church s,CNN,4/14/2020,neutral,0
The Pentagon announced a major contract for 60 decontamination units that will allow millions of N95 masks to be re,CNN,4/14/2020,positive,0.0625
In a normal year China would have sold more than 6 million new cars by now This year the number is closer to 3 7,CNN,4/14/2020,positive,0.262121212
What are antibody tests and what do they mean for the coronavirus pandemic,CNN,4/14/2020,negative,-0.3125
Moscow has introduced a digital tracking system to enforce a coronavirus lockdown but critics say the technology,CNN,4/14/2020,neutral,0
Fifty New York City Department of Education employees have died in connection to coronavirus 21 of whom were teach,CNN,4/14/2020,positive,0.136363636
President Trump delivered another litany of false and misleading claims on Monday at a White House coronavirus brie,CNN,4/14/2020,negative,-0.2
Indian Prime Minister Modi has extended the country s nationwide lockdown until May 3 in a bid to contain the conti,CNN,4/14/2020,neutral,0
The response to a storm system that killed at least 31 people has been made even more difficult by the coronavirus,CNN,4/14/2020,negative,-0.125
The US Navy says the USS Harry S Truman will extend its time at sea to keep it virus free,CNN,4/14/2020,positive,0.4
In one of the most unchained presidential tantrums ever captured on television President Trump s Monday display fl,CNN,4/14/2020,positive,0.5
Italian classical singer Andrea Bocelli gave a moving performance from an empty cathedral on Sunday evening in a b,CNN,4/14/2020,negative,-0.033333333
To end Sunday s State of the Union on CNN anchor took a few moments to ask President Trump directly,CNN,4/14/2020,negative,-0.05
President Trump appears increasingly keen to get everyone back to work or at least is laying the groundwork to bla,CNN,4/14/2020,negative,-0.15
An emergency room doctor in Miami Florida has temporarily lost custody of her 4 year old daughter while she treat,CNN,4/14/2020,neutral,0.1
South Korea will begin sending 600 000 Covid 19 test kits to the US as soon as tomorrow afternoon an official with,CNN,4/14/2020,neutral,0
For five minutes emergency vehicles were lit up as part of a tribute to health care workers at Lake Cumberland Reg,CNN,4/14/2020,neutral,0
Ghosts wrapped in white sheets are roaming the streets of a neighborhood in Indonesia s central Java province try,CNN,4/14/2020,neutral,0
Despite evidence from infectious disease experts suggesting otherwise nearly 30 of Americans in a new Pew poll sa,CNN,4/14/2020,positive,0.118181818
States on the country s East and West coasts are forming their own regional pacts to work together on how to reopen,CNN,4/14/2020,positive,0.6
Acting Director of National Intelligence Richard Grenell shared a meme that appeared to mock the enforcement of sta,CNN,4/14/2020,neutral,0
At least 581 679 patients have been infected by the coronavirus in the United States according to Johns Hopkins Un,CNN,4/14/2020,negative,-0.3
Brazil s Christ the Redeemer statue was illuminated to look like a doctor on Easter Sunday in a tribute to front l,CNN,4/14/2020,neutral,0
From coast to coast states are teaming up to fight the coronavirus pandemic and reopen their economies Here s how,CNN,4/14/2020,neutral,0
ABC News anchor George Stephanopoulos has tested positive for Covid 19 Stephanopoulos who anchors Good Morning A,CNN,4/14/2020,positive,0.463636364
Business owners are getting creative to try and stay afloat amid the coronavirus crisis Here s a look at what some,CNN,4/14/2020,positive,0.25
When somebody is president of the United States your authority is total President Trump said He later added he,CNN,4/14/2020,neutral,0
Over the past three weeks more than 100 requests have been filed with federal trade authorities asking for relief,CNN,4/14/2020,positive,0.125
With the sports world on hold because of the coronavirus pandemic ESPN is asking its commentators to take a pay cu,CNN,4/14/2020,neutral,0
Freelancers independent contractors and self employed people saw their finances take a hit by coronavirus with lo,CNN,4/14/2020,neutral,0
Food banks in desperate need of donations could get some extra help from farmers thanks to a new proposal designed,CNN,4/14/2020,negative,-0.065909091
A Washington DC inmate who died from Covid 19 had pleaded in court to be released weeks ago because of fears the,CNN,4/14/2020,neutral,0
