User Name,Statuses,Time Created At,Sentiment Analysis,Polarity
Opinion Jessica Levinson If Wisconsin teaches us anything it is that the judiciary cannot be relied upon to pr,NBCNews,4/8/2020,neutral,0
I can t really describe the mood a hospital photographer said People are focused They re working They re tir,NBCNews,4/8/2020,positive,0.2
WATCH Labs around the world race to find COVID 19 vaccine At least 45 countries are working hand in hand with the,NBCNews,4/8/2020,negative,-0.3
To slow the spread of the coronavirus 42 states have issued some form of a stay at home order Gun retailers in at,NBCNews,4/8/2020,negative,-0.3
The mayor of Paterson New Jersey Andre Sayegh confirms he has tested positive for COVID 19 Sayegh was not showi,NBCNews,4/8/2020,positive,0.181818182
Roughly 65 000 people have left Wuhan as lockdown is lifted according to local media reports,NBCNews,4/8/2020,negative,-0.033333333
New York City suffers its deadliest 24 hours of the coronavirus pandemic with a spike of 806 deaths as more than 3,NBCNews,4/8/2020,positive,0.012121212
A newborn baby in Louisiana died on Sunday after a mother with the coronavirus went into premature labor,NBCNews,4/8/2020,neutral,0
It s beyond my comprehension to think how my husband could die in there because he was arrested on marijuana charg,NBCNews,4/8/2020,neutral,0
WATCH Joe Biden talks about the importance of wearing a face mask I listen to the science Science matters,NBCNews,4/8/2020,neutral,0
NBC New York anchor and reporter Adam Kuperstein says in emotional Instagram post that his father died with a stra,NBCNews,4/8/2020,positive,0.068181818
BREAKING Legendary country and folk singer John Prine has died from coronavirus complications a publicist confirm,NBCNews,4/8/2020,positive,1
Many companies and lenders say they re willing to help out during the coronavirus pandemic One simple phone call c,NBCNews,4/13/2020,positive,0.25
Will you have to pay back the coronavirus stimulus check Plus 6 other stimulus myths debunked,NBCNews,4/13/2020,negative,-0.0625
President Trump s job approval rating dips as a growing number of Americans harbor doubts about his handling of the,NBCNews,4/13/2020,neutral,0
Dr Fauci clarifies his comments Sunday about the initial US coronavirus response,NBCNews,4/13/2020,neutral,0
WATCH Sec Mnuchin says more than 80M Americans will receive their coronavirus payments by Wednesday,NBCNews,4/13/2020,positive,0.2
Antibody tests need to be in place for a second coronavirus wave CDC Director Redfield says,NBCNews,4/13/2020,neutral,0
RT Coronavirus stimulus money starts to flow into bank accounts has what you need to kn,NBCNews,4/13/2020,neutral,0
The Trump administration wants to delay the 2020 census deadline until October amid coronavirus the House oversigh,NBCNews,4/13/2020,positive,0.2
RT A bar in Georgia is donating thousands of dollars from its own walls to employees who are out of work because of the coro,NBCNews,4/13/2020,positive,0.6
Texas Gov Abbott plans to sign an executive order later this week to reopen parts of his state s coronavirus ravag,NBCNews,4/13/2020,neutral,0
RT Today s latest coronavirus updates endorses The U S Supreme Court to hear arguments over t,NBCNews,4/13/2020,positive,0.5
Russia s President Putin says the country might need to call in the army to help with the coronavirus epidemic as t,NBCNews,4/13/2020,neutral,0
A total of 11 329 people up by more than 700 have died from the coronavirus in the UK as of Monday,NBCNews,4/13/2020,positive,0.25
RT NEW Police chief on leave for alleged remarks on gay cop s COVID 19 death,NBCNews,4/13/2020,positive,0.151010101
ACLU files order against federal prison in Louisiana where 6 inmates have died after contracting the coronavirus,NBCNews,4/13/2020,neutral,0
Epidemiologists believe that if properly employed testing and tracing can allow the US to open some businesses and,NBCNews,4/13/2020,neutral,0
RT Test and trace How the U S could emerge from coronavirus lockdowns,NBCNews,4/13/2020,neutral,0
3 California churches filed a lawsuit against Gov Gavin Newsom and local officials over orders that ban religious,NBCNews,4/14/2020,neutral,0
California Gov Newsom reveals a framework on Tuesday to eventually get the state back to work amid the coronavir,NBCNews,4/14/2020,neutral,0
Thousands of health care workers are infected with coronavirus a CDC report finds,NBCNews,4/14/2020,neutral,0
A Liberty University student files a class action lawsuit against the school demanding a refund after the college o,NBCNews,4/14/2020,neutral,0.1
All residents and employees of an affluent private Florida island community are being supplied tests to determine,NBCNews,4/14/2020,positive,0.325
Meat producers are warning of potential shortages if the coronavirus pandemic continues to disrupt operations for a,NBCNews,4/14/2020,neutral,0
With family courts closed because of the coronavirus child custody arrangements are being tweaked on the fly som,NBCNews,4/14/2020,positive,0.35
Many medical workers toiling during the coronavirus pandemic remain burdened by another crisis that emerged long be,NBCNews,4/14/2020,positive,0.15
Florida Surgeon General Dr Scott Rivkees was removed from a coronavirus briefing Monday moments after he urged so,NBCNews,4/14/2020,positive,0.05
Join us tonight for our next Special Report on the coronavirus pandemic,NBCNews,4/14/2020,positive,0.178571429
A small Mississippi Church got some major support Tuesday from the federal government in its lawsuit against the ci,NBCNews,4/14/2020,negative,-0.09375
RT The coronavirus has destroyed the job market See which US states have been hit the hardest,NBCNews,4/14/2020,neutral,0
INTERACTIVE The coronavirus has destroyed the job market See which US states have been hit the hardest,NBCNews,4/14/2020,neutral,0
The fabric we were going to use for people who died is now going to be used for people hopefully to live the w,NBCNews,4/14/2020,positive,0.136363636
RT The coronavirus has destroyed the job market See which states have been hit the hardest http,NBCNews,4/14/2020,neutral,0
UPDATE Coronavirus cases in US now surpass 595 000 with 25 083 deaths Highest state case totals New York 20,NBCNews,4/14/2020,positive,0.136363636
Actor and comedian Michael Yo discusses his battle with coronavirus It is the worst pain,NBCNews,4/14/2020,negative,-1
LIVE California Gov Newsom provides latest coronavirus updates,NBCNews,4/14/2020,positive,0.318181818
RT NEW Extra fabric from AIDS Memorial Quilt used for coronavirus masks,NBCNews,4/14/2020,positive,0.068181818
Federal judge denies emergency motion that would have allowed former Arkansas Gov Huckabee and other beach front o,NBCNews,4/14/2020,negative,-0.0625
Parents of youth in Louisiana state run detention facilities say they ve been left waiting and worrying about their,NBCNews,4/14/2020,neutral,0
A Mississippi prison that is under federal investigation over alleged civil rights abuses has reported its first de,NBCNews,4/14/2020,positive,0.075
The number of coronavirus deaths in New York state has climbed to 10 834 Gov Cuomo says with more than 770 death,NBCNews,4/14/2020,positive,0.318181818
LIVE NY Gov Cuomo provides latest coronavirus updates,NBCNews,4/14/2020,positive,0.318181818
New York City Mayor De Blasio says that in the beginning of May the city will begin producing 50 000 of its own co,NBCNews,4/14/2020,positive,0.368181818
LATEST As of 11 a m ET April 14 there are 583 735 confirmed coronavirus cases in the US and 23 569 deaths,NBCNews,4/14/2020,positive,0.45
Oprah stresses seriousness of coronavirus for the black community It s taking us out,NBCNews,4/14/2020,negative,-0.166666667
RT How is COVID19 affecting America s farms Dairy farmers are dumping milk as milk prices plummeted due to restaura,NBCNews,4/14/2020,negative,-0.125
South Korea to send a total of 750 000 coronavirus testing kits to the U S a public health official says,NBCNews,4/14/2020,neutral,0
Amazon has terminated two employees who criticized the working conditions at the e commerce giant s warehouses in,NBCNews,4/14/2020,neutral,0
NEW In update to World Economic Outlook released Tuesday IMF forecasts a sharp and sustained downturn because of,NBCNews,4/14/2020,positive,0.070454545
New York Gov Cuomo warns that President Trump should not try to reopen the state against his wishes saying that t,NBCNews,4/14/2020,positive,0.136363636
51 million pints of beer cider and lager are at risk of getting thrown away in the U K as a result of the coronav,NBCNews,4/14/2020,neutral,0
As the world is set to reach 2 million cases of coronavirus leaders are under scrutiny,NBCNews,4/14/2020,neutral,0
Italians fear second wave of the coronavirus outbreak as Italy s lockdown is eased,NBCNews,4/14/2020,neutral,0
Michigan Gov Whitmer faces backlash after signing one of the most restrictive stay at home orders in the country l,NBCNews,4/14/2020,positive,0.5
Deaths from coronavirus in England and Wales in care homes and hospices may be higher than previous figures have su,NBCNews,4/14/2020,positive,0.041666667
Austria begins lifting coronavirus restrictions as shops open with shops now allowed to open for the first time si,NBCNews,4/14/2020,positive,0.083333333
68 of registered voters think the coronavirus outbreak will have a big impact on election turnout in the U S a n,NBCNews,4/14/2020,neutral,0
Democrats call on the Trump administration to offer guidance on which small businesses can receive loans from the l,NBCNews,4/14/2020,negative,-0.25
WATCH President Macron admits France was unprepared for the coronavirus pandemic,NBCNews,4/14/2020,neutral,0
RT Coronavirus latest 583 000 cases nearly 24 000 deaths in US 1st fatality in Wyoming all 50 states have at least one re,NBCNews,4/14/2020,positive,0.1
WATCH An in depth look at coronavirus antibody testing,NBCNews,4/14/2020,neutral,0
As the coronavirus spreads through the ranks of U S delivery workers employees across the country say there has b,NBCNews,4/14/2020,neutral,0
NEW North Korea fires missiles from ground and air the most high profile among a series of weapons tests that Nor,NBCNews,4/14/2020,positive,0.265454545
France makes exception to the coronavirus lockdown rules for animal rescues after shelters warn of becoming overrun,NBCNews,4/14/2020,positive,0.45
99 year old British World War II veteran raises more than 1 million for the health service by walking lengths of h,NBCNews,4/14/2020,positive,0.15
India extends its nationwide lockdown for its 1 3 billion people as the number of coronavirus cases crossed 10 000,NBCNews,4/14/2020,neutral,0
African countries previously hit by deadly Ebola outbreaks are using the lessons they learned to fight the coronavi,NBCNews,4/14/2020,negative,-0.122222222
Coronavirus latest Global coronavirus cases near 2 million U S recorded death toll t,NBCNews,4/14/2020,positive,0.2
WATCH Photographer Jeff Rhode wanted to show the world what employees on the frontline of the fight against corona,NBCNews,4/14/2020,neutral,0
Doctors and nurses give an inside look at their work on the front lines of the coronavirus crisis One worker sai,NBCNews,4/14/2020,neutral,0
Florida s surgeon general warned that until there is a vaccine for COVID 19 which may be a year away social dista,NBCNews,4/14/2020,positive,0.041666667
President Trump s grievances with the media and his political opponents took center stage on Monday during the dail,NBCNews,4/14/2020,negative,-0.05
What s behind the toilet paper shortage during the coronavirus pandemic,NBCNews,4/14/2020,negative,-0.216666667
Amazon will begin to put new grocery delivery customers on a wait list and curtail shopping hours at some Whole Foo,NBCNews,4/14/2020,positive,0.168181818
Joe Biden criticized President Trump in a statement condemning the rising violence directed at the Asian American c,NBCNews,4/14/2020,neutral,0
Mothers of incarcerated youth say the state is giving them no information as the coronavirus spreads inside facilit,NBCNews,4/14/2020,neutral,0
Opinion Dr Rita A Manfredi Dr Breanne Jacobs and Dr James P Phillips More than ever this is time to have,NBCNews,4/14/2020,positive,0.5
Most international soccer might not be played until 2021 due to coronavirus pandemic travel restrictions and the ne,NBCNews,4/14/2020,positive,0.125
Some experts fear that small businesses may be targeted by unregulated lenders and wind up with loans costing far m,NBCNews,4/14/2020,negative,-0.075
Meet Kizzmekia Corbett the 34 year old National Institutes of Health research fellow at the helm of a coronavirus,NBCNews,4/14/2020,neutral,0.1
Getting diagnosed with endometriosis can take 10 years on average according to the Endometriosis Foundation of Ame,NBCNews,4/14/2020,negative,-0.15
Researchers received U S government clearance for the first saliva test to help diagnose COVID 19 a new approach,NBCNews,4/14/2020,positive,0.193181818
An estimated 29 000 health care workers nurses health aides paramedics technicians and doctors on the front,NBCNews,4/14/2020,neutral,0
Epidemiologists believe that if properly employed testing and tracing can allow the U S to open some businesses a,NBCNews,4/14/2020,neutral,0
Cases of coronavirus keep rising reaching more than 200 countries and territories Here are the critical moments,NBCNews,4/14/2020,positive,0.25
Dairy farmers forced to dump milk as demand drops amid coronavirus closures,NBCNews,4/14/2020,negative,-0.3
Opinion Julio Ricardo Varela At a time when the world should be coming together to find humanitarian solutions,NBCNews,4/14/2020,neutral,0
Jacqueline Cruz Towns the mother of Minnesota Timberwolves center Karl Anthony Towns died Monday due to complicat,NBCNews,4/14/2020,negative,-0.1125
Police arrested a Florida man in connection with the death of his estranged wife after she disappeared amid suspici,NBCNews,4/14/2020,neutral,0
TUESDAY We will air an Special Report on the coronavirus pandemic During the hour we will answer quest,NBCNews,4/14/2020,positive,0.357142857
Police Chief Dale Engle blamed a deputy sheriff s COVID 19 death on his homosexuality while dismissing other offi,NBCNews,4/14/2020,negative,-0.125
Trump admin wants to delay deadlines for the 2020 census amid coronavirus outbreak chair of the House Oversight C,NBCNews,4/14/2020,positive,0.2
Food banks across the country are struggling to keep up with high demand amid the coronavirus pandemic This comes,NBCNews,4/14/2020,positive,0.16
World Wrestling Entertainment was considered an essential business as coronavirus hits the state of Florida Oran,NBCNews,4/14/2020,neutral,0
The entire country is now under a major disaster declaration for the coronavirus pandemic,NBCNews,4/14/2020,positive,0.03125
Treasury Dept says about 80M Americans will get their coronavirus payments this week and a large majority of el,NBCNews,4/14/2020,positive,0.214285714
